name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Other Expenditure of UT,,5.18,0.0006094117647058824
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,UT's Supplement to Centrally Sponsored Schemes,,2.8,0.0003294117647058823
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Grantee / Other Bodies,,2.2,0.0002588235294117647
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Transport,438.5,0.05158823529411764
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Power,153.55,0.01806470588235294
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,"Education, Sports, Arts and Culture",93.4,0.010988235294117646
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Health,86.0,0.01011764705882353
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Information Technology,64.5,0.007588235294117647
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,"Urban Development, Housing, Water Supply  and Flood Control",55.45,0.006523529411764706
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Police,13.3,0.0015647058823529411
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Roads,10.2,0.0012
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,"Social  Welfare, Women and Child Development",9.5,0.0011176470588235294
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Agriculture and Allied Activities,7.95,0.0009352941176470588
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Tourism Development,7.9,0.0009294117647058824
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Panchayati Raj,7.3,0.0008588235294117647
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Employment and Training,4.55,0.0005352941176470588
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Science and Technology,2.25,0.0002647058823529412
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Environment and Forest,1.85,0.0002176470588235294
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Village and Small Industries,1.0,0.00011764705882352942
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Disaster Management,0.3,3.529411764705883e-05
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Civil Supplies,-0.75,-8.823529411764706e-05
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Other Establishment,,,407.42,0.047931764705882354
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,,20.4,0.0024
