source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",r,r_mohadn5mohal,1394.75,13947500000.0,164088235.29411766
"Ministry of Home Affairs
Demand No. 56
Ministry of Home Affairs (Lakshadweep)",CENTRE'S EXPENDITURE,r_mohadn5mohal,r_mohadn5mohal_cse,1394.75,13947500000.0,164088235.29411766
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mohadn5mohal_cse,r_mohadn5mohal_cse_eeotc,427.82,4278200000.0,50331764.705882356
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mohadn5mohal_cse,r_mohadn5mohal_cse_ocse,966.93,9669300000.0,113756470.58823529
Establishment Expenditure of the Centre,Other Establishment,r_mohadn5mohal_cse_eeotc,r_mohadn5mohal_cse_eeotc_oe,407.42,4074200000.0,47931764.705882356
Establishment Expenditure of the Centre,Secretariat,r_mohadn5mohal_cse_eeotc,r_mohadn5mohal_cse_eeotc_s,20.4,204000000.0,2400000.0
Other Central Sector Expenditure,Others,r_mohadn5mohal_cse_ocse,r_mohadn5mohal_cse_ocse_o,966.93,9669300000.0,113756470.58823529
Others,Grantee / Other Bodies,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_gob,2.2,22000000.0,258823.5294117647
Others,Other Expenditure of UT,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_oeou,5.18,51800000.0,609411.7647058824
Others,Schemes of UT,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_sou,956.7499999999999,9567499999.999998,112558823.52941175
Others,UT's Supplement to Centrally Sponsored Schemes,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_usstcss,2.8,28000000.0,329411.76470588235
Schemes of UT,Agriculture and Allied Activities,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_aaaa,7.95,79500000.0,935294.1176470588
Schemes of UT,Civil Supplies,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_cs,-0.75,-7500000.0,-88235.29411764706
Schemes of UT,Disaster Management,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_dm,0.3,3000000.0,35294.117647058825
Schemes of UT,Environment and Forest,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_eaf,1.85,18500000.0,217647.0588235294
Schemes of UT,Employment and Training,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_eat,4.55,45500000.0,535294.1176470588
Schemes of UT,"Education, Sports, Arts and Culture",r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_esaac,93.4,934000000.0,10988235.294117646
Schemes of UT,Health,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_h,86.0,860000000.0,10117647.05882353
Schemes of UT,Information Technology,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_it,64.5,645000000.0,7588235.294117647
Schemes of UT,Power,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_p,153.55,1535500000.0,18064705.88235294
Schemes of UT,Police,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_p,13.3,133000000.0,1564705.8823529412
Schemes of UT,Panchayati Raj,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_pr,7.3,73000000.0,858823.5294117647
Schemes of UT,Roads,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_r,10.2,102000000.0,1200000.0
Schemes of UT,Science and Technology,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_sat,2.25,22500000.0,264705.8823529412
Schemes of UT,"Social  Welfare, Women and Child Development",r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_swwacd,9.5,95000000.0,1117647.0588235294
Schemes of UT,Transport,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_t,438.5,4385000000.0,51588235.294117644
Schemes of UT,Tourism Development,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_td,7.9,79000000.0,929411.7647058824
Schemes of UT,"Urban Development, Housing, Water Supply  and Flood Control",r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_udhwsafc,55.45,554500000.0,6523529.411764706
Schemes of UT,Village and Small Industries,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_vasi,1.0,10000000.0,117647.05882352941
