name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Police Infrastructure,Building Projects of CAPFs and Central Police Organisations,,3366.66,0.39607764705882353
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Police Infrastructure,Delhi Police,,270.0,0.03176470588235294
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Border Infrastructure and Management,Capital Outlay,,3194.42,0.37581411764705885
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Border Infrastructure and Management,Maintenance and Border Check Post,,350.61,0.04124823529411764
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Inter Operable Criminal Justice System,,,590.6,0.06948235294117647
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Schemes for Safety of Women,,,321.0,0.03776470588235294
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Modernization of Prisons,,,250.0,0.029411764705882353
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"IVFRT (Immigration, Visa and Foreigners Registration and Tracking)",,,229.25,0.026970588235294118
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Modernization Plan IV for Central Armed Police Forces,,,202.27,0.023796470588235294
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Indian Cyber Crime Coordination Centre,,,94.4,0.011105882352941175
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"BSF Air Wing, Aircrafts, River Boats and Helibase",,,78.18,0.009197647058823531
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Industrial Security Force,,,,13214.68,1.5546682352941177
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Delhi Police,,,,11662.03,1.3720035294117645
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Shashastra Seema Bal,,,,8329.1,0.9798941176470588
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Indo-Tibetan Border Police,,,,8096.89,0.9525752941176471
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Assam Rifles,,,,7052.46,0.8297011764705882
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Research,,1775.0,0.2088235294117647
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Welfare Grant and Misc.,,80.0,0.009411764705882354
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,India Reserve Battalions and Reimbursement to states for deployment of Battalions,,36.0,0.004235294117647059
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Land Port Authority of India,,330.0,0.0388235294117647
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,National Forensic Science University,,80.0,0.009411764705882354
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Rashtriya Raksha University,,80.0,0.009411764705882354
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Intelligence Bureau,,,,3418.32,0.40215529411764706
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Central Police Organisations,,,,1147.21,0.13496588235294119
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,"Education, Training and Research",,,,442.17,0.05202
"Ministry of Home Affairs
Demand No. 51
Police",CENTRE'S EXPENDITURE,Special Protection Group,,,,433.59,0.05101058823529412
