name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Tribal Area Component,,3487.56,0.4103011764705882
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Power,141.3,0.016623529411764707
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Roads and Bridges,67.2,0.007905882352941178
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Civil Supplies,57.2,0.006729411764705882
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Rural Development,50.02,0.005884705882352942
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Public Works,40.33,0.004744705882352941
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Civil Aviation,37.05,0.004358823529411765
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Tourism,31.29,0.003681176470588235
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Urban Development,28.81,0.0033894117647058825
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Disaster Management,24.14,0.00284
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Social Welfare,22.88,0.0026917647058823527
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Police and Fire Control,15.13,0.00178
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Agriculture and Allied Schemes,13.88,0.001632941176470588
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,"Education, Sports, Arts and Culture",12.53,0.0014741176470588237
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Water Supply and Sanitation,6.5,0.0007647058823529412
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Village and Small Industries,3.16,0.00037176470588235296
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Forestry and Wildlife,3.11,0.00036588235294117644
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Housing,3.0,0.00035294117647058826
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Information and Publicity,1.07,0.0001258823529411765
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Medical and Public Health,0.85,0.0001
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Welfare of Tribal and Other Backward Classes,0.76,8.941176470588235e-05
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Communication,0.5,5.882352941176471e-05
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Transport,0.25,2.9411764705882354e-05
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Grantee / Other Bodies,,124.11,0.014601176470588235
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,UT's Supplement to Centrally Sponsored Schemes,,0.64,7.529411764705883e-05
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Other Establishment,,,1702.62,0.20030823529411762
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,,82.07,0.009655294117647057
