name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Roads and Bridges,360.58,0.04242117647058824
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Schemes under Medical and Health,207.38,0.02439764705882353
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Schemes under Education,132.09,0.01554
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Public Works,83.59,0.009834117647058825
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Schemes related to Civil Aviation,50.01,0.005883529411764706
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Scheme for Tourism,49.34,0.005804705882352942
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Transmission and Distribution of Power,48.54,0.0057105882352941175
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Schemes for industrial promotion,40.0,0.004705882352941177
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,"Forests, Wildlife including Ecology and Environment",36.69,0.004316470588235295
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Water Supply and Sanitation,36.28,0.004268235294117647
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Police Welfare Schemes,27.85,0.003276470588235294
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Schemes for Agriculture and Allied Activities,22.67,0.002667058823529412
