name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Scheme for Development of Schedule Castes,Post Matric Scholarship for SCs,,6359.14,0.7481341176470588
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Scheme for Development of Schedule Castes,Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM AJAY),,2050.0,0.2411764705882353
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Scheme for Development of Schedule Castes,Pre Matric Scholarship for SCs and Others,,500.0,0.058823529411764705
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Scheme for Development of Schedule Castes,"Strengthening of Machinery for Enforcement of Protection of Civil Rights Act, 1995 and Prevention of Atrocities Act, 1989",,500.0,0.058823529411764705
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Other Vulnerable Groups,"PM Young Achievers Scholarship Award Scheme for Vibrant India (PM YASASVI) for OBCs, EBCs and DNTs","Post Matric Scholarship for OBCs, EBCs and DNTs",1087.0,0.12788235294117647
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Other Vulnerable Groups,"PM Young Achievers Scholarship Award Scheme for Vibrant India (PM YASASVI) for OBCs, EBCs and DNTs","Pre Matric Scholarship for OBCs, EBCs and DNTs",281.0,0.033058823529411765
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Other Vulnerable Groups,"PM Young Achievers Scholarship Award Scheme for Vibrant India (PM YASASVI) for OBCs, EBCs and DNTs",Top Class Schools,100.0,0.011764705882352941
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Other Vulnerable Groups,"PM Young Achievers Scholarship Award Scheme for Vibrant India (PM YASASVI) for OBCs, EBCs and DNTs",Top Class Colleges,90.0,0.010588235294117647
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Other Vulnerable Groups,"PM Young Achievers Scholarship Award Scheme for Vibrant India (PM YASASVI) for OBCs, EBCs and DNTs",Boys and Girls Hostel for OBCs,30.0,0.0035294117647058825
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Other Vulnerable Groups,National Action Plan for Drug Demand Reduction (NAPDDR),,311.0,0.036588235294117644
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Other Vulnerable Groups,Atal Vayo Abhyuday Yojana (AVYAY),,294.97,0.034702352941176476
