name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Scheduled Tribes,Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Post- Matric Scholarship for STs,1970.77,0.23185529411764705
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Scheduled Tribes,Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Pradhan Mantri Adi Adarsh Gram Yojna (PMAAGY),1485.0,0.17470588235294118
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Scheduled Tribes,Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Pre- Matric Scholarship for STs,411.63,0.04842705882352941
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Scheduled Tribes,Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Development of Particularly Vulnerable Tribal Groups(PVTGs),256.14,0.03013411764705882
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Scheduled Tribes,Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Support to Tribal Research Institute,118.64,0.01395764705882353
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Umbrella Programme for Development of Scheduled Tribes,Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Administrative Cost to States/UTs,53.22,0.006261176470588235
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Grants under proviso to Article 275(1) of the Constitution,Grants under proviso to Article 275(1) of the Constitution,,1472.1,0.17318823529411767
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),Eklavya Model Residential Schools (EMRS),,5943.0,0.6991764705882353
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,Pradhan Mantri Jan Jatiya Vikas Mission (PMJVM),288.49,0.03394
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,National Fellowship and Scholarship for Higher Education of ST students,145.0,0.01705882352941176
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,Aid to Voluntary Organizations working for the welfare of scheduled Tribes,140.0,0.01647058823529412
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,Venture Capital Fund for Scheduled Tribes,30.0,0.0035294117647058825
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,"Tribal Research Information, Education, Communication and Events (TRI-ECE)",25.0,0.0029411764705882353
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,"Monitoring, Evaluation, Survey, Social Audit (MESSA)",23.0,0.0027058823529411765
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,National Overseas Scholarship Scheme,4.0,0.00047058823529411766
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National Tribal Welfare Program,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region.,,20.0,0.0023529411764705885
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,Public Sector Undertakings,Support to National/state Scheduled Tribes Finance and Development Corporation,,,15.0,0.0017647058823529412
