name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,Air India Asset Holding Limited(SPV),1144.49,0.1346458823529412
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,Airports Authority of India,30.0,0.0035294117647058825
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Airports Economic Regulatory Authority,13.0,0.0015294117647058824
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Indira Gandhi Rashtriya Udaan Academy and National Aviation University,7.02,0.0008258823529411765
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Regional Connectivity Scheme,,1244.07,0.14636117647058824
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Production Linked Incentive (PLI) Scheme for Drone and Drone Component,,33.0,0.0038823529411764705
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Directorate General of Civil Aviation,,309.0,0.03635294117647059
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Providing Medical Benefit to Retired Employees of Air India,,130.0,0.015294117647058824
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Bureau of Civil Aviation Security,,110.0,0.012941176470588235
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,73.74,0.008675294117647059
"Ministry of Civil Aviation
Demand No. 8
Ministry of Civil Aviation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Commissioner for Railway Safety,Commissioner for Railway Safety,19.0,0.002235294117647059
