source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Social Justice and Empowerment
Demand No. 94
Department of Empowerment of Persons with Disabilities",r,r_mosjaedn9doeopwd,1225.15,12251500000.0,144135294.11764705
"Ministry of Social Justice and Empowerment
Demand No. 94
Department of Empowerment of Persons with Disabilities",CENTRE'S EXPENDITURE,r_mosjaedn9doeopwd,r_mosjaedn9doeopwd_cse,1225.15,12251500000.0,144135294.11764705
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mosjaedn9doeopwd_cse,r_mosjaedn9doeopwd_cse_cssp,680.0,6800000000.0,80000000.0
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mosjaedn9doeopwd_cse,r_mosjaedn9doeopwd_cse_eeotc,42.72,427200000.0,5025882.352941177
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mosjaedn9doeopwd_cse,r_mosjaedn9doeopwd_cse_ocse,502.43,5024300000.0,59109411.76470588
Central Sector Schemes/Projects,National Program for the Welfare of Persons with Disabilities,r_mosjaedn9doeopwd_cse_cssp,r_mosjaedn9doeopwd_cse_cssp_npftwopwd,525.0,5250000000.0,61764705.88235294
Central Sector Schemes/Projects,Scholarship for Students with Disabilidties,r_mosjaedn9doeopwd_cse_cssp,r_mosjaedn9doeopwd_cse_cssp_sfswd,155.0,1550000000.0,18235294.11764706
National Program for the Welfare of Persons with Disabilities,Assistance to Disabled Persons for Purchase/Fitting of Aids and Applicances,r_mosjaedn9doeopwd_cse_cssp_npftwopwd,r_mosjaedn9doeopwd_cse_cssp_npftwopwd_atdpfpfoaaa,245.0,2450000000.0,28823529.411764707
National Program for the Welfare of Persons with Disabilities,Deendayal Disabled Rehabilitation Scheme,r_mosjaedn9doeopwd_cse_cssp_npftwopwd,r_mosjaedn9doeopwd_cse_cssp_npftwopwd_ddrs,130.0,1300000000.0,15294117.647058824
National Program for the Welfare of Persons with Disabilities,Scheme for implementation of Persons with Disability Act,r_mosjaedn9doeopwd_cse_cssp_npftwopwd,r_mosjaedn9doeopwd_cse_cssp_npftwopwd_sfiopwda,150.0,1500000000.0,17647058.82352941
Establishment Expenditure of the Centre,Attached Office CCPD,r_mosjaedn9doeopwd_cse_eeotc,r_mosjaedn9doeopwd_cse_eeotc_aoc,0.2,2000000.0,23529.41176470588
Establishment Expenditure of the Centre,Secretariat,r_mosjaedn9doeopwd_cse_eeotc,r_mosjaedn9doeopwd_cse_eeotc_s,42.52,425200000.00000006,5002352.941176471
Other Central Sector Expenditure,Autonomous Bodies,r_mosjaedn9doeopwd_cse_ocse,r_mosjaedn9doeopwd_cse_ocse_ab,502.41,5024100000.0,59107058.823529415
Autonomous Bodies,Budgetary Support to National Trust,r_mosjaedn9doeopwd_cse_ocse_ab,r_mosjaedn9doeopwd_cse_ocse_ab_bstnt,35.0,350000000.0,4117647.0588235296
Autonomous Bodies,Centre for Disability Sports,r_mosjaedn9doeopwd_cse_ocse_ab,r_mosjaedn9doeopwd_cse_ocse_ab_cfds,76.0,760000000.0,8941176.470588235
Autonomous Bodies,Rehabilitation Council of India,r_mosjaedn9doeopwd_cse_ocse_ab,r_mosjaedn9doeopwd_cse_ocse_ab_rcoi,6.4,64000000.0,752941.1764705882
Autonomous Bodies,Support to National Institutes,r_mosjaedn9doeopwd_cse_ocse_ab,r_mosjaedn9doeopwd_cse_ocse_ab_stni,385.0,3850000000.0,45294117.64705882
