source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",r,r_mohafwdn4dohafw,85827.39,858273900000.0,10097340000.0
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,r_mohafwdn4dohafw,r_mohafwdn4dohafw_cse,38480.159999999996,384801599999.99994,4527077647.058823
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",TRANSFERS TO STATES/UTs,r_mohafwdn4dohafw,r_mohafwdn4dohafw_ttsu,47347.23,473472300000.00006,5570262352.941177
CENTRE'S EXPENDITURE,Central Government Health Scheme,r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_cghs,2220.24,22202399999.999996,261204705.8823529
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_cssp,8820.27,88202700000.0,1037678823.5294118
CENTRE'S EXPENDITURE,"Dr. Ram Manohar Lohia Hospital and Atal Bihari Vajpayee Institute of Medical Sciences, New Delhi",r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_drmlhaabviomsnd,1272.18,12721800000.0,149668235.29411766
CENTRE'S EXPENDITURE,"Kalawati Saran Children's Hospital, New Delhi",r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_kscshnd,168.53,1685300000.0,19827058.82352941
CENTRE'S EXPENDITURE,Lady Hardinge Medical College and Smt. S.K. Hospitals,r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_lhmcasskh,768.15,7681500000.0,90370588.23529412
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_ocse,22309.86,223098600000.0,2624689411.7647057
CENTRE'S EXPENDITURE,Other Hospitals / Institutions,r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_ohi,1067.59,10675900000.0,125598823.52941176
CENTRE'S EXPENDITURE,"Safdarjung Hospital and Vardhman Mahavir Medical College, New Delhi",r_mohafwdn4dohafw_cse,r_mohafwdn4dohafw_cse_shavmmcnd,1853.34,18533400000.0,218040000.0
Central Sector Schemes/Projects,COVID -19 Emergency Response and Health System Preparedness Package - EAP,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_c1erahsppe,1.78,17800000.0,209411.76470588235
Central Sector Schemes/Projects,Development of Nursing Services,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_dons,33.41,334099999.99999994,3930588.235294117
Central Sector Schemes/Projects,Establishment and strengthening of NCDC Branches and Health Initiatives Inter Sectoral coordination for preparation and control of Zoonotic Diseases and other neglected tropical diseases surveillance of Viral Hepatitis Anti Microbial Resistance,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_easonbahiiscfpacozdaontdsovhamr,55.54,555400000.0,6534117.647058823
Central Sector Schemes/Projects,Family Welfare Schemes,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_fws,516.6,5166000000.0,60776470.5882353
Central Sector Schemes/Projects,Global Fund Grant under Covid 19 Response Mechanism 2021(EAP),r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_gfguc1rm2e,495.0,4950000000.0,58235294.11764706
Central Sector Schemes/Projects,Health Sector Disaster Preparedness and Response and Human Resources Development for Emergency Medical Services,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_hsdparahrdfems,128.14,1281399999.9999998,15075294.117647056
Central Sector Schemes/Projects,National AIDS and STD Control Programme,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_naascp,3079.97,30799699999.999996,362349411.76470584
Central Sector Schemes/Projects,National Digital Health Mission - NHM,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_ndhmn,341.02,3410200000.0,40120000.0
Central Sector Schemes/Projects,National Organ Transplant Programme,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_notp,15.68,156800000.0,1844705.8823529412
Central Sector Schemes/Projects,National Pharmacovigilance Programme,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_npp,8.53,85300000.0,1003529.4117647059
Central Sector Schemes/Projects,National Tele Mental Health Programme,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_ntmhp,133.73,1337300000.0,15732941.176470589
Central Sector Schemes/Projects,Pradhan Mantri Ayushman Bharat Health Infrastructure Mission (PMABHIM) (Health),r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_pmabhimph,645.86,6458600000.0,75983529.41176471
Central Sector Schemes/Projects,Pardhan Mantri Swasthya Suraksha Yojana,r_mohafwdn4dohafw_cse_cssp,r_mohafwdn4dohafw_cse_cssp_pmssy,3365.0,33650000000.0,395882352.9411765
COVID -19 Emergency Response and Health System Preparedness Package - EAP,National Rural Health Mission (NRHM),r_mohafwdn4dohafw_cse_cssp_c1erahsppe,r_mohafwdn4dohafw_cse_cssp_c1erahsppe_nrhmn,1.78,17800000.0,209411.76470588235
National AIDS and STD Control Programme,NACO,r_mohafwdn4dohafw_cse_cssp_naascp,r_mohafwdn4dohafw_cse_cssp_naascp_n,163.0,1630000000.0,19176470.588235293
