source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",r,r_mohadn5mohal,5958.0,59580000000.0,700941176.4705882
"Ministry of Home Affairs
Demand No. 55
Ministry of Home Affairs (Ladakh)",CENTRE'S EXPENDITURE,r_mohadn5mohal,r_mohadn5mohal_cse,5958.0,59580000000.0,700941176.4705882
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mohadn5mohal_cse,r_mohadn5mohal_cse_eeotc,1784.69,17846900000.0,209963529.4117647
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mohadn5mohal_cse,r_mohadn5mohal_cse_ocse,4173.31,41733100000.00001,490977647.05882365
Establishment Expenditure of the Centre,Other Establishment,r_mohadn5mohal_cse_eeotc,r_mohadn5mohal_cse_eeotc_oe,1702.62,17026199999.999998,200308235.29411763
Establishment Expenditure of the Centre,Secretariat,r_mohadn5mohal_cse_eeotc,r_mohadn5mohal_cse_eeotc_s,82.07,820699999.9999999,9655294.117647057
Other Central Sector Expenditure,Others,r_mohadn5mohal_cse_ocse,r_mohadn5mohal_cse_ocse_o,4173.31,41733100000.00001,490977647.05882365
Others,Grantee / Other Bodies,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_gob,124.11,1241100000.0,14601176.470588235
Others,Schemes of UT,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_sou,561.0,5610000000.0,66000000.0
Others,Tribal Area Component,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_tac,3487.56,34875600000.0,410301176.4705882
Others,UT's Supplement to Centrally Sponsored Schemes,r_mohadn5mohal_cse_ocse_o,r_mohadn5mohal_cse_ocse_o_usstcss,0.64,6400000.0,75294.11764705883
Schemes of UT,Agriculture and Allied Schemes,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_aaas,13.88,138800000.0,1632941.1764705882
Schemes of UT,Communication,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_c,0.5,5000000.0,58823.529411764706
Schemes of UT,Civil Aviation,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_ca,37.05,370500000.0,4358823.529411765
Schemes of UT,Civil Supplies,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_cs,57.2,572000000.0,6729411.764705882
Schemes of UT,Disaster Management,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_dm,24.14,241400000.0,2840000.0
Schemes of UT,"Education, Sports, Arts and Culture",r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_esaac,12.53,125300000.0,1474117.6470588236
Schemes of UT,Forestry and Wildlife,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_faw,3.11,31100000.0,365882.35294117645
Schemes of UT,Housing,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_h,3.0,30000000.0,352941.17647058825
Schemes of UT,Information and Publicity,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_iap,1.07,10700000.0,125882.35294117648
Schemes of UT,Medical and Public Health,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_maph,0.85,8500000.0,100000.0
Schemes of UT,Power,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_p,141.3,1413000000.0,16623529.411764706
Schemes of UT,Police and Fire Control,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_pafc,15.13,151300000.0,1780000.0
Schemes of UT,Public Works,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_pw,40.33,403300000.0,4744705.882352941
Schemes of UT,Roads and Bridges,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_rab,67.2,672000000.0,7905882.352941177
Schemes of UT,Rural Development,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_rd,50.02,500200000.00000006,5884705.882352942
Schemes of UT,Social Welfare,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_sw,22.88,228800000.0,2691764.705882353
Schemes of UT,Tourism,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_t,31.29,312900000.0,3681176.470588235
Schemes of UT,Transport,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_t,0.25,2500000.0,29411.764705882353
Schemes of UT,Urban Development,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_ud,28.81,288100000.0,3389411.7647058824
Schemes of UT,Village and Small Industries,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_vasi,3.16,31600000.0,371764.70588235295
Schemes of UT,Welfare of Tribal and Other Backward Classes,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_wotaobc,0.76,7600000.0,89411.76470588235
Schemes of UT,Water Supply and Sanitation,r_mohadn5mohal_cse_ocse_o_sou,r_mohadn5mohal_cse_ocse_o_sou_wsas,6.5,65000000.0,764705.8823529412
